dataset,method,dataset_size,f1,accuracy,tn,fp,fn,tp,strategy,T,pool_size,best_k,time_elapsed,seed,avg_ruleset_len,avg_rule_len
HIV,FindRsClassifier,0.5,0.8426666666666667,0.8418230563002681,156,20,39,158,bp,1,1,-1,0.16800403594970703,4,46,4.043478260869565

HIV,FindRsClassifier,0.5,0.8381962864721485,0.8364611260053619,154,16,45,158,bp,1,1,-1,0.12695693969726562,5,40,3.7

HIV,FindRsClassifier,0.5,0.7820895522388059,0.8042895442359249,169,11,62,131,bp,1,1,-1,0.14104413986206055,6,45,4.355555555555555

HIV,FindRsClassifier,0.5,0.8429752066115703,0.8471849865951743,163,16,41,153,bp,1,1,-1,0.16699719429016113,7,49,4.244897959183674

HIV,FindRsClassifier,0.5,0.7830985915492958,0.7935656836461126,157,11,66,139,bp,1,1,-1,0.13200092315673828,8,41,4.317073170731708

HIV,FindRsClassifier,0.5,0.8076923076923077,0.8123324396782842,156,17,53,147,bp,1,1,-1,0.11095762252807617,9,37,4.351351351351352

HIV,FindRsClassifier,0.33,0.800804828973843,0.802,202,26,73,199,bp,1,1,-1,0.08100056648254395,0,32,4.125

HIV,FindRsClassifier,0.33,0.8023952095808384,0.802,200,28,71,201,bp,1,1,-1,0.05800771713256836,1,26,3.923076923076923

HIV,FindRsClassifier,0.33,0.7435897435897435,0.76,206,31,89,174,bp,1,1,-1,0.07829761505126953,2,32,4.71875

HIV,FindRsClassifier,0.33,0.8016528925619835,0.808,210,28,68,194,bp,1,1,-1,0.09099841117858887,3,33,4.212121212121212

HIV,FindRsClassifier,0.33,0.7899159663865547,0.8,212,18,82,188,bp,1,1,-1,0.0930025577545166,4,34,4.352941176470588

HIV,FindRsClassifier,0.33,0.8269230769230769,0.82,195,33,57,215,bp,1,1,-1,0.07000374794006348,5,27,3.6666666666666665

HIV,FindRsClassifier,0.33,0.8008658008658007,0.816,223,16,76,185,bp,1,1,-1,0.09099698066711426,6,38,4.368421052631579

HIV,FindRsClassifier,0.33,0.8319672131147541,0.836,215,15,67,203,bp,1,1,-1,0.09300065040588379,7,35,3.4285714285714284

HIV,FindRsClassifier,0.33,0.7848101265822784,0.796,212,18,84,186,bp,1,1,-1,0.07495927810668945,8,29,4.068965517241379

HIV,FindRsClassifier,0.33,0.8046874999999999,0.8,194,36,64,206,bp,1,1,-1,0.07400393486022949,9,26,4.5

HIV,FindRsClassifier,0.25,0.8292682926829267,0.8246869409660107,223,31,67,238,bp,1,1,-1,0.0639963150024414,0,29,3.8275862068965516

HIV,FindRsClassifier,0.25,0.8312611012433393,0.8300536672629696,230,34,61,234,bp,1,1,-1,0.050002098083496094,1,22,3.772727272727273

HIV,FindRsClassifier,0.25,0.7557251908396947,0.7710196779964222,233,27,101,198,bp,1,1,-1,0.04104018211364746,2,18,4.166666666666667

HIV,FindRsClassifier,0.25,0.7970479704797048,0.8032200357781754,233,29,81,216,bp,1,1,-1,0.060999393463134766,3,26,4.076923076923077

HIV,FindRsClassifier,0.25,0.8137432188065099,0.815742397137746,231,31,72,225,bp,1,1,-1,0.05699968338012695,4,25,4.56

HIV,FindRsClassifier,0.25,0.7415730337078652,0.7531305903398927,223,33,105,198,bp,1,1,-1,0.04900240898132324,5,23,3.782608695652174

HIV,FindRsClassifier,0.25,0.75390625,0.774597495527728,240,20,106,193,bp,1,1,-1,0.0711064338684082,6,32,4.96875

HIV,FindRsClassifier,0.25,0.7346938775510204,0.7441860465116279,218,33,110,198,bp,1,1,-1,0.05699968338012695,7,28,4.142857142857143

HIV,FindRsClassifier,0.25,0.8103130755064456,0.815742397137746,236,25,78,220,bp,1,1,-1,0.0699622631072998,8,26,3.923076923076923

HIV,FindRsClassifier,0.25,0.8028673835125447,0.8032200357781754,225,28,82,224,bp,1,1,-1,0.0559992790222168,9,17,3.9411764705882355

LYMPHOGRAPHY,FindRsClassifier,0.5,0.7012987012987013,0.6891891891891891,24,6,17,27,bp,1,1,-1,0.013000249862670898,0,8,10.0

LYMPHOGRAPHY,FindRsClassifier,0.5,0.6176470588235294,0.6486486486486487,27,3,23,21,bp,1,1,-1,0.01103353500366211,1,8,10.375

LYMPHOGRAPHY,FindRsClassifier,0.5,0.6857142857142857,0.7027027027027027,28,7,15,24,bp,1,1,-1,0.012970447540283203,2,8,9.125

LYMPHOGRAPHY,FindRsClassifier,0.5,0.6031746031746031,0.6621621621621622,30,2,23,19,bp,1,1,-1,0.009026050567626953,3,7,10.142857142857142

LYMPHOGRAPHY,FindRsClassifier,0.5,0.6666666666666667,0.7027027027027027,30,3,19,22,bp,1,1,-1,0.011007308959960938,4,8,8.625

LYMPHOGRAPHY,FindRsClassifier,0.5,0.75,0.7567567567567568,29,4,14,27,bp,1,1,-1,0.009007453918457031,5,6,7.833333333333333

LYMPHOGRAPHY,FindRsClassifier,0.5,0.676056338028169,0.6891891891891891,27,7,16,24,bp,1,1,-1,0.007995128631591797,6,6,10.333333333333334

LYMPHOGRAPHY,FindRsClassifier,0.5,0.6933333333333332,0.6891891891891891,25,4,19,26,bp,1,1,-1,0.010996103286743164,7,8,9.25

LYMPHOGRAPHY,FindRsClassifier,0.5,0.7777777777777778,0.7837837837837838,30,7,9,28,bp,1,1,-1,0.009999990463256836,8,6,9.166666666666666

LYMPHOGRAPHY,FindRsClassifier,0.5,0.6229508196721311,0.6891891891891891,32,5,18,19,bp,1,1,-1,0.010000228881835938,9,7,7.0

LYMPHOGRAPHY,FindRsClassifier,0.33,0.6185567010309277,0.6262626262626263,32,7,30,30,bp,1,1,-1,0.008005619049072266,0,6,8.833333333333334

LYMPHOGRAPHY,FindRsClassifier,0.33,0.5806451612903226,0.6060606060606061,33,8,31,27,bp,1,1,-1,0.007993459701538086,1,6,11.166666666666666

LYMPHOGRAPHY,FindRsClassifier,0.33,0.7083333333333334,0.7171717171717171,37,7,21,34,bp,1,1,-1,0.008006572723388672,2,7,10.142857142857142

LYMPHOGRAPHY,FindRsClassifier,0.33,0.4675324675324675,0.5858585858585859,40,4,37,18,bp,1,1,-1,0.008997201919555664,3,6,8.333333333333334

LYMPHOGRAPHY,FindRsClassifier,0.33,0.5066666666666666,0.6262626262626263,43,2,35,19,bp,1,1,-1,0.008881807327270508,4,6,7.333333333333333

LYMPHOGRAPHY,FindRsClassifier,0.33,0.6222222222222222,0.6565656565656566,37,4,30,28,bp,1,1,-1,0.007153034210205078,5,5,9.2

LYMPHOGRAPHY,FindRsClassifier,0.33,0.712871287128713,0.7070707070707071,34,8,21,36,bp,1,1,-1,0.0059642791748046875,6,3,7.666666666666667

LYMPHOGRAPHY,FindRsClassifier,0.33,0.4772727272727273,0.5353535353535354,32,6,40,21,bp,1,1,-1,0.007034778594970703,7,6,11.666666666666666

LYMPHOGRAPHY,FindRsClassifier,0.33,0.7708333333333333,0.7777777777777778,40,10,12,37,bp,1,1,-1,0.00596165657043457,8,4,9.0

LYMPHOGRAPHY,FindRsClassifier,0.33,0.7628865979381444,0.7676767676767676,39,11,12,37,bp,1,1,-1,0.007040977478027344,9,5,8.6

LYMPHOGRAPHY,FindRsClassifier,0.25,0.4893617021276596,0.5675675675675675,40,5,43,23,bp,1,1,-1,0.0070018768310546875,0,6,12.0

LYMPHOGRAPHY,FindRsClassifier,0.25,0.5319148936170213,0.6036036036036037,42,4,40,25,bp,1,1,-1,0.00699305534362793,1,6,12.666666666666666

LYMPHOGRAPHY,FindRsClassifier,0.25,0.6407766990291263,0.6666666666666666,41,11,26,33,bp,1,1,-1,0.006999969482421875,2,5,8.8

LYMPHOGRAPHY,FindRsClassifier,0.25,0.3764705882352941,0.5225225225225225,42,6,47,16,bp,1,1,-1,0.005998849868774414,3,4,9.25

LYMPHOGRAPHY,FindRsClassifier,0.25,0.6451612903225806,0.7027027027027027,48,3,30,30,bp,1,1,-1,0.0070455074310302734,4,5,7.6

LYMPHOGRAPHY,FindRsClassifier,0.25,0.4090909090909091,0.5315315315315315,41,6,46,18,bp,1,1,-1,0.006918430328369141,5,5,10.8

LYMPHOGRAPHY,FindRsClassifier,0.25,0.7339449541284404,0.7387387387387387,42,7,22,40,bp,1,1,-1,0.007038593292236328,6,3,8.0

LYMPHOGRAPHY,FindRsClassifier,0.25,0.36170212765957455,0.4594594594594595,34,10,50,17,bp,1,1,-1,0.00596165657043457,7,4,10.25

LYMPHOGRAPHY,FindRsClassifier,0.25,0.7586206896551724,0.7477477477477478,39,14,14,44,bp,1,1,-1,0.014004230499267578,8,3,7.666666666666667

LYMPHOGRAPHY,FindRsClassifier,0.25,0.7755102040816327,0.8018018018018018,51,3,19,38,bp,1,1,-1,0.013997316360473633,9,4,9.75

PRIMARY,FindRsClassifier,0.5,0.5294117647058824,0.8048780487804879,114,8,24,18,bp,1,1,-1,0.01900196075439453,0,10,10.8

PRIMARY,FindRsClassifier,0.5,0.4285714285714285,0.8048780487804879,120,3,29,12,bp,1,1,-1,0.02700328826904297,1,15,12.0

PRIMARY,FindRsClassifier,0.5,0.39393939393939387,0.7560975609756098,111,17,23,13,bp,1,1,-1,0.02195882797241211,2,10,10.4

PRIMARY,FindRsClassifier,0.5,0.5142857142857142,0.7926829268292683,112,7,27,18,bp,1,1,-1,0.020002365112304688,3,11,11.363636363636363

PRIMARY,FindRsClassifier,0.5,0.5151515151515152,0.8048780487804879,115,13,19,17,bp,1,1,-1,0.021001577377319336,4,10,11.3

PRIMARY,FindRsClassifier,0.5,0.4927536231884058,0.7865853658536586,112,12,23,17,bp,1,1,-1,0.022993087768554688,5,11,10.272727272727273

PRIMARY,FindRsClassifier,0.5,0.509090909090909,0.8353658536585366,123,6,21,14,bp,1,1,-1,0.02500176429748535,6,12,11.0

PRIMARY,FindRsClassifier,0.5,0.5333333333333333,0.8292682926829268,120,3,25,16,bp,1,1,-1,0.01904010772705078,7,11,12.454545454545455

PRIMARY,FindRsClassifier,0.5,0.4242424242424242,0.7682926829268293,112,12,26,14,bp,1,1,-1,0.020998001098632812,8,11,10.454545454545455

PRIMARY,FindRsClassifier,0.5,0.523076923076923,0.8109756097560976,116,9,22,17,bp,1,1,-1,0.02596569061279297,9,14,12.214285714285714

PRIMARY,FindRsClassifier,0.33,0.36585365853658536,0.7636363636363637,153,7,45,15,bp,1,1,-1,0.009999513626098633,0,5,8.4

PRIMARY,FindRsClassifier,0.33,0.5842696629213484,0.8318181818181818,157,13,24,26,bp,1,1,-1,0.01399993896484375,1,8,10.375

PRIMARY,FindRsClassifier,0.33,0.47619047619047616,0.8,156,15,29,20,bp,1,1,-1,0.014999866485595703,2,9,11.555555555555555

PRIMARY,FindRsClassifier,0.33,0.43181818181818177,0.7727272727272727,151,16,34,19,bp,1,1,-1,0.015000104904174805,3,8,10.5

PRIMARY,FindRsClassifier,0.33,0.5333333333333333,0.8090909090909091,154,14,28,24,bp,1,1,-1,0.014000177383422852,4,8,10.625

PRIMARY,FindRsClassifier,0.33,0.3595505617977528,0.740909090909091,147,19,38,16,bp,1,1,-1,0.014000654220581055,5,8,11.5

PRIMARY,FindRsClassifier,0.33,0.5168539325842696,0.8045454545454546,154,15,28,23,bp,1,1,-1,0.013998746871948242,6,8,11.0

PRIMARY,FindRsClassifier,0.33,0.4782608695652174,0.7818181818181819,150,17,31,22,bp,1,1,-1,0.013000965118408203,7,7,10.857142857142858

PRIMARY,FindRsClassifier,0.33,0.3333333333333333,0.7636363636363637,155,13,39,13,bp,1,1,-1,0.014999866485595703,8,10,11.3

PRIMARY,FindRsClassifier,0.33,0.3764705882352941,0.759090909090909,151,13,40,16,bp,1,1,-1,0.01199960708618164,9,9,12.444444444444445

PRIMARY,FindRsClassifier,0.25,0.3333333333333333,0.7723577235772358,176,7,49,14,bp,1,1,-1,0.008000373840332031,0,4,9.75

PRIMARY,FindRsClassifier,0.25,0.5436893203883495,0.8089430894308943,171,19,28,28,bp,1,1,-1,0.013044357299804688,1,8,12.0

PRIMARY,FindRsClassifier,0.25,0.4385964912280701,0.7398373983739838,157,34,30,25,bp,1,1,-1,0.010993719100952148,2,6,9.666666666666666

PRIMARY,FindRsClassifier,0.25,0.47191011235955055,0.8089430894308943,178,6,41,21,bp,1,1,-1,0.011998414993286133,3,7,12.0

PRIMARY,FindRsClassifier,0.25,0.5714285714285714,0.8048780487804879,166,21,27,32,bp,1,1,-1,0.009998321533203125,4,5,9.6

PRIMARY,FindRsClassifier,0.25,0.4950495049504951,0.7926829268292683,170,13,38,25,bp,1,1,-1,0.008001565933227539,5,5,11.0

PRIMARY,FindRsClassifier,0.25,0.4565217391304348,0.7967479674796748,175,13,37,21,bp,1,1,-1,0.009959936141967773,6,5,10.6

PRIMARY,FindRsClassifier,0.25,0.3132530120481928,0.7682926829268293,176,14,43,13,bp,1,1,-1,0.01003575325012207,7,5,9.4

PRIMARY,FindRsClassifier,0.25,0.5052631578947367,0.8089430894308943,175,14,33,24,bp,1,1,-1,0.011968851089477539,8,8,10.375

PRIMARY,FindRsClassifier,0.25,0.14457831325301204,0.7113821138211383,169,14,57,6,bp,1,1,-1,0.012035369873046875,9,8,12.0

CAR,ID3Classifier,0.5,0.9550466497031382,0.9386574074074074,248,21,32,563,bp,1,1,-1,0.7723534107208252,0,47,4.808510638297872

CAR,ID3Classifier,0.5,0.9696969696969696,0.9583333333333334,252,7,29,576,bp,1,1,-1,0.7223246097564697,1,40,4.625

CAR,ID3Classifier,0.5,0.960817717206133,0.9467592592592593,254,16,30,564,bp,1,1,-1,0.7137360572814941,2,47,4.76595744680851

CAR,ID3Classifier,0.5,0.9671592775041051,0.9537037037037037,235,16,24,589,bp,1,1,-1,0.7841799259185791,3,45,4.711111111111111

CAR,ID3Classifier,0.5,0.9759229534510433,0.9652777777777778,226,19,11,608,bp,1,1,-1,0.7261872291564941,4,46,4.739130434782608

CAR,ID3Classifier,0.5,0.9707401032702239,0.9606481481481481,266,10,24,564,bp,1,1,-1,0.6894080638885498,5,43,4.6976744186046515

CAR,ID3Classifier,0.5,0.968058968058968,0.9548611111111112,234,13,26,591,bp,1,1,-1,0.7656004428863525,6,48,4.791666666666667

CAR,ID3Classifier,0.5,0.9546979865771812,0.9375,241,22,32,569,bp,1,1,-1,1.032658576965332,7,42,4.595238095238095

CAR,ID3Classifier,0.5,0.9649272882805816,0.9525462962962963,259,19,22,564,bp,1,1,-1,0.8520083427429199,8,47,4.723404255319149

CAR,ID3Classifier,0.5,0.968280467445743,0.9560185185185185,246,13,25,580,bp,1,1,-1,0.8440942764282227,9,46,4.760869565217392

CAR,ID3Classifier,0.33,0.9546027742749054,0.9378238341968912,329,25,47,757,bp,1,1,-1,0.36219072341918945,0,37,4.513513513513513

CAR,ID3Classifier,0.33,0.9595092024539877,0.9430051813471503,310,36,30,782,bp,1,1,-1,0.3675980567932129,1,34,4.294117647058823

CAR,ID3Classifier,0.33,0.9596469104665826,0.9447322970639033,333,19,45,761,bp,1,1,-1,0.36704039573669434,2,36,4.444444444444445

CAR,ID3Classifier,0.33,0.9597069597069597,0.9430051813471503,306,32,34,786,bp,1,1,-1,0.3679959774017334,3,40,4.525

CAR,ID3Classifier,0.33,0.9691842900302116,0.9559585492227979,305,23,28,802,bp,1,1,-1,0.37000417709350586,4,41,4.512195121951219

CAR,ID3Classifier,0.33,0.9605510331872261,0.9455958549222798,328,30,33,767,bp,1,1,-1,0.3569600582122803,5,35,4.514285714285714

CAR,ID3Classifier,0.33,0.949343339587242,0.9300518134715026,318,22,59,759,bp,1,1,-1,0.3630399703979492,6,41,4.585365853658536

CAR,ID3Classifier,0.33,0.9468479604449939,0.92573402417962,306,41,45,766,bp,1,1,-1,0.35095739364624023,7,35,4.371428571428571

CAR,ID3Classifier,0.33,0.9576217583807717,0.9421416234887737,334,28,39,757,bp,1,1,-1,0.35404014587402344,8,36,4.472222222222222

CAR,ID3Classifier,0.33,0.9551321450522433,0.9369602763385146,308,34,39,777,bp,1,1,-1,0.36206912994384766,9,35,4.371428571428571

CAR,ID3Classifier,0.25,0.9457190822607722,0.9251543209876543,354,50,47,845,bp,1,1,-1,0.24499106407165527,0,32,4.34375

CAR,ID3Classifier,0.25,0.9447852760736196,0.9236111111111112,350,30,69,847,bp,1,1,-1,0.26096343994140625,1,31,4.290322580645161

CAR,ID3Classifier,0.25,0.9526493799323562,0.9351851851851852,367,27,57,845,bp,1,1,-1,0.23104023933410645,2,30,4.233333333333333

CAR,ID3Classifier,0.25,0.9515418502202644,0.9320987654320988,344,42,46,864,bp,1,1,-1,0.24202561378479004,3,34,4.323529411764706

CAR,ID3Classifier,0.25,0.9571275455519829,0.9382716049382716,323,50,30,893,bp,1,1,-1,0.24483394622802734,4,34,4.235294117647059

CAR,ID3Classifier,0.25,0.9545199326221224,0.9375,365,29,52,850,bp,1,1,-1,0.2290635108947754,5,28,4.285714285714286

CAR,ID3Classifier,0.25,0.9381327334083238,0.9151234567901234,352,34,76,834,bp,1,1,-1,0.25100207328796387,6,36,4.472222222222222

CAR,ID3Classifier,0.25,0.9470752089136489,0.9266975308641975,351,33,62,850,bp,1,1,-1,0.23705339431762695,7,29,4.310344827586207

CAR,ID3Classifier,0.25,0.9496080627099663,0.9305555555555556,358,41,49,848,bp,1,1,-1,0.2619659900665283,8,33,4.2727272727272725

CAR,ID3Classifier,0.25,0.9541182974018795,0.9359567901234568,350,37,46,863,bp,1,1,-1,0.2802619934082031,9,31,4.258064516129032

TTT,ID3Classifier,0.5,0.8766233766233766,0.8413361169102297,133,30,46,270,bp,1,1,-1,0.67995285987854,0,70,4.985714285714286

TTT,ID3Classifier,0.5,0.8761904761904762,0.837160751565762,125,44,34,276,bp,1,1,-1,0.6029562950134277,1,71,5.183098591549296

TTT,ID3Classifier,0.5,0.8830313014827018,0.8517745302713987,140,28,43,268,bp,1,1,-1,0.7760179042816162,2,68,5.132352941176471

TTT,ID3Classifier,0.5,0.8407224958949098,0.7974947807933194,126,33,64,256,bp,1,1,-1,0.5819993019104004,3,68,5.073529411764706

TTT,ID3Classifier,0.5,0.8534621578099839,0.8100208768267223,123,50,41,265,bp,1,1,-1,0.5481178760528564,4,71,5.014084507042254

TTT,ID3Classifier,0.5,0.8511326860841424,0.8079331941544885,124,47,45,263,bp,1,1,-1,0.5529704093933105,5,70,4.942857142857143

TTT,ID3Classifier,0.5,0.8198347107438017,0.7724425887265136,122,45,64,248,bp,1,1,-1,0.6521801948547363,6,73,5.068493150684931

TTT,ID3Classifier,0.5,0.8760330578512396,0.8434237995824635,139,35,40,265,bp,1,1,-1,0.6195967197418213,7,59,4.796610169491525

TTT,ID3Classifier,0.5,0.8752079866888519,0.8434237995824635,141,31,44,263,bp,1,1,-1,0.6255440711975098,8,63,4.7936507936507935

TTT,ID3Classifier,0.5,0.8948194662480377,0.860125260960334,127,33,34,285,bp,1,1,-1,1.8164830207824707,9,69,5.072463768115942

TTT,ID3Classifier,0.33,0.8252080856123662,0.7710280373831776,148,77,70,347,bp,1,1,-1,0.7940003871917725,0,46,4.478260869565218

TTT,ID3Classifier,0.33,0.8523809523809524,0.8068535825545171,160,64,60,358,bp,1,1,-1,0.46703052520751953,1,54,4.796296296296297

TTT,ID3Classifier,0.33,0.8312655086848635,0.7881619937694704,171,47,89,335,bp,1,1,-1,0.3310396671295166,2,53,4.811320754716981

TTT,ID3Classifier,0.33,0.8537455410225921,0.8084112149532711,160,52,71,359,bp,1,1,-1,0.29201173782348633,3,47,4.638297872340425

TTT,ID3Classifier,0.33,0.8308823529411764,0.7850467289719626,165,63,75,339,bp,1,1,-1,0.29395556449890137,4,56,4.803571428571429

TTT,ID3Classifier,0.33,0.8534583821805394,0.8052959501557633,153,71,54,364,bp,1,1,-1,0.2754533290863037,5,48,4.458333333333333

TTT,ID3Classifier,0.33,0.7791563275434243,0.7227414330218068,150,70,108,314,bp,1,1,-1,0.29125475883483887,6,56,4.839285714285714

TTT,ID3Classifier,0.33,0.7899761336515513,0.7258566978193146,135,82,94,331,bp,1,1,-1,0.2852747440338135,7,60,4.633333333333334

TTT,ID3Classifier,0.33,0.8460606060606062,0.8021806853582555,166,67,60,349,bp,1,1,-1,0.2799956798553467,8,45,4.444444444444445

TTT,ID3Classifier,0.33,0.8791469194312796,0.8411214953271028,169,50,52,371,bp,1,1,-1,0.2870044708251953,9,55,4.6909090909090905

TTT,ID3Classifier,0.25,0.8056768558951964,0.7520891364902507,171,83,95,369,bp,1,1,-1,0.18099403381347656,0,36,4.138888888888889

TTT,ID3Classifier,0.25,0.8169934640522876,0.766016713091922,175,72,96,375,bp,1,1,-1,0.19796991348266602,1,48,4.520833333333333

TTT,ID3Classifier,0.25,0.8505263157894737,0.8022284122562674,172,70,72,404,bp,1,1,-1,0.18300127983093262,2,39,4.384615384615385

TTT,ID3Classifier,0.25,0.7749999999999999,0.724233983286908,179,62,136,341,bp,1,1,-1,0.19403696060180664,3,48,4.458333333333333

TTT,ID3Classifier,0.25,0.8047982551799345,0.7506963788300836,170,84,95,369,bp,1,1,-1,0.18799471855163574,4,46,4.478260869565218

TTT,ID3Classifier,0.25,0.8403547671840353,0.7994428969359332,195,53,91,379,bp,1,1,-1,0.17996454238891602,5,39,4.282051282051282

TTT,ID3Classifier,0.25,0.7986942328618063,0.7423398328690808,166,84,101,367,bp,1,1,-1,0.1840379238128662,6,44,4.454545454545454

TTT,ID3Classifier,0.25,0.8144895718990122,0.7646239554317549,178,71,98,371,bp,1,1,-1,0.17996001243591309,7,42,4.261904761904762

TTT,ID3Classifier,0.25,0.8322295805739515,0.7883008356545961,189,70,82,377,bp,1,1,-1,0.1860339641571045,8,42,4.261904761904762

TTT,ID3Classifier,0.25,0.8473451327433628,0.807799442896936,197,50,88,383,bp,1,1,-1,0.1839768886566162,9,44,4.545454545454546

MONKS1,ID3Classifier,0.5,0.9151291512915128,0.9169675090252708,130,5,18,124,bp,1,1,-1,0.09099268913269043,0,27,4.407407407407407

MONKS1,ID3Classifier,0.5,0.8692579505300353,0.8664259927797834,117,17,20,123,bp,1,1,-1,0.10801005363464355,1,42,5.023809523809524

MONKS1,ID3Classifier,0.5,0.9496402877697843,0.9494584837545126,131,6,8,132,bp,1,1,-1,0.09095549583435059,2,20,4.4

MONKS1,ID3Classifier,0.5,0.9323308270676692,0.9350180505415162,135,8,10,124,bp,1,1,-1,0.09599971771240234,3,30,4.733333333333333

MONKS1,ID3Classifier,0.5,0.9429657794676807,0.9458483754512635,138,6,9,124,bp,1,1,-1,0.09504866600036621,4,34,4.794117647058823

MONKS1,ID3Classifier,0.5,1.0,1.0,137,0,0,140,bp,1,1,-1,0.08803534507751465,5,13,3.3076923076923075

MONKS1,ID3Classifier,0.5,1.0,1.0,136,0,0,141,bp,1,1,-1,0.08600068092346191,6,13,3.3076923076923075

MONKS1,ID3Classifier,0.5,1.0,1.0,141,0,0,136,bp,1,1,-1,0.08600234985351562,7,16,3.4375

MONKS1,ID3Classifier,0.5,0.9213483146067415,0.924187725631769,133,8,13,123,bp,1,1,-1,0.08928251266479492,8,17,3.9411764705882355

MONKS1,ID3Classifier,0.5,0.9770992366412213,0.9783393501805054,143,0,6,128,bp,1,1,-1,0.08903813362121582,9,18,3.6666666666666665

MONKS1,ID3Classifier,0.33,0.8,0.803763440860215,153,35,38,146,bp,1,1,-1,0.053644657135009766,0,22,4.2272727272727275

MONKS1,ID3Classifier,0.33,0.8776595744680851,0.8763440860215054,161,23,23,165,bp,1,1,-1,0.06299972534179688,1,33,4.484848484848484

MONKS1,ID3Classifier,0.33,0.8712328767123287,0.8736559139784946,166,22,25,159,bp,1,1,-1,0.0550379753112793,2,23,4.217391304347826

MONKS1,ID3Classifier,0.33,0.9173789173789173,0.9220430107526881,182,4,25,161,bp,1,1,-1,0.04896092414855957,3,15,3.933333333333333

MONKS1,ID3Classifier,0.33,0.866096866096866,0.8736559139784946,173,19,28,152,bp,1,1,-1,0.057033538818359375,4,25,4.48

MONKS1,ID3Classifier,0.33,1.0,1.0,185,0,0,187,bp,1,1,-1,0.046965599060058594,5,10,2.8

MONKS1,ID3Classifier,0.33,1.0,1.0,191,0,0,181,bp,1,1,-1,0.1211099624633789,6,10,2.8

MONKS1,ID3Classifier,0.33,0.9080459770114944,0.9139784946236559,182,9,23,158,bp,1,1,-1,0.1909945011138916,7,20,3.85

MONKS1,ID3Classifier,0.33,0.9173789173789173,0.9220430107526881,182,8,21,161,bp,1,1,-1,0.07503986358642578,8,20,4.0

MONKS1,ID3Classifier,0.33,0.9,0.9032258064516129,174,17,19,162,bp,1,1,-1,0.09996318817138672,9,20,4.0

MONKS1,ID3Classifier,0.25,0.8484848484848485,0.8557692307692307,188,20,40,168,bp,1,1,-1,0.12099981307983398,0,20,4.05

MONKS1,ID3Classifier,0.25,0.8899521531100479,0.8894230769230769,184,26,20,186,bp,1,1,-1,0.06800651550292969,1,22,3.9545454545454546

MONKS1,ID3Classifier,0.25,0.8270676691729324,0.8341346153846154,182,31,38,165,bp,1,1,-1,0.16498303413391113,2,19,4.105263157894737

MONKS1,ID3Classifier,0.25,0.835,0.8413461538461539,183,23,43,167,bp,1,1,-1,0.07199478149414062,3,22,4.318181818181818

MONKS1,ID3Classifier,0.25,0.9020618556701031,0.9086538461538461,203,4,34,175,bp,1,1,-1,0.05500006675720215,4,17,3.8823529411764706

MONKS1,ID3Classifier,0.25,0.9313725490196078,0.9326923076923077,198,4,24,190,bp,1,1,-1,0.05200028419494629,5,13,3.5384615384615383

MONKS1,ID3Classifier,0.25,0.9263157894736842,0.9326923076923077,212,5,23,176,bp,1,1,-1,0.06900143623352051,6,14,3.7142857142857144

MONKS1,ID3Classifier,0.25,0.8614609571788413,0.8677884615384616,190,25,30,171,bp,1,1,-1,0.07101035118103027,7,19,3.789473684210526

MONKS1,ID3Classifier,0.25,0.8369829683698297,0.8389423076923077,177,30,37,172,bp,1,1,-1,0.05799603462219238,8,16,3.75

MONKS1,ID3Classifier,0.25,0.755,0.7644230769230769,167,45,53,151,bp,1,1,-1,0.07803940773010254,9,26,4.3076923076923075

MONKS2,ID3Classifier,0.5,0.38317757009345793,0.56,127,75,57,41,bp,1,1,-1,0.22796249389648438,0,74,5.297297297297297

MONKS2,ID3Classifier,0.5,0.3781094527363184,0.5833333333333334,137,66,59,38,bp,1,1,-1,0.23199963569641113,1,81,5.481481481481482

MONKS2,ID3Classifier,0.5,0.37320574162679426,0.5633333333333334,130,58,73,39,bp,1,1,-1,0.1850130558013916,2,70,5.385714285714286

MONKS2,ID3Classifier,0.5,0.47959183673469385,0.66,151,56,46,47,bp,1,1,-1,0.3509857654571533,3,80,5.5

MONKS2,ID3Classifier,0.5,0.4489795918367347,0.64,148,50,58,44,bp,1,1,-1,0.3869917392730713,4,80,5.475

MONKS2,ID3Classifier,0.5,0.40930232558139534,0.5766666666666667,129,73,54,44,bp,1,1,-1,0.22800230979919434,5,73,5.301369863013699

MONKS2,ID3Classifier,0.5,0.4649122807017544,0.5933333333333334,125,70,52,53,bp,1,1,-1,0.16894888877868652,6,73,5.410958904109589

MONKS2,ID3Classifier,0.5,0.47115384615384615,0.6333333333333333,141,58,52,49,bp,1,1,-1,0.2985506057739258,7,76,5.434210526315789

MONKS2,ID3Classifier,0.5,0.3773584905660377,0.56,128,66,66,40,bp,1,1,-1,0.2050015926361084,8,77,5.311688311688312

MONKS2,ID3Classifier,0.5,0.4157303370786517,0.6533333333333333,159,38,66,37,bp,1,1,-1,0.1570425033569336,9,74,5.635135135135135

