dataset,method,dataset_size,f1,accuracy,tn,fp,fn,tp,strategy,T,pool_size,best_k,time_elapsed,seed,avg_ruleset_len,avg_rule_len
MONKS2,RIPPERClassifier,0.25,0.13259668508287292,0.6511111111111111,281,16,141,12,bp,1,1,-1,0.19196510314941406,8,1,3.0

MONKS2,RIPPERClassifier,0.25,0.21929824561403508,0.6044444444444445,247,53,125,25,bp,1,1,-1,0.17303943634033203,9,2,2.5

MONKS3,RIPPERClassifier,0.5,0.9896907216494845,0.9891304347826086,129,2,1,144,bp,1,1,-1,0.08934450149536133,0,7,2.0

MONKS3,RIPPERClassifier,0.5,0.9859154929577464,0.9855072463768116,132,4,0,140,bp,1,1,-1,0.08399820327758789,1,7,2.0

MONKS3,RIPPERClassifier,0.5,0.9867549668874172,0.9855072463768116,123,3,1,149,bp,1,1,-1,0.08504247665405273,2,7,2.0

MONKS3,RIPPERClassifier,0.5,0.9931972789115646,0.9927536231884058,128,1,1,146,bp,1,1,-1,0.08703827857971191,3,7,2.0

MONKS3,RIPPERClassifier,0.5,0.9869281045751634,0.9855072463768116,121,3,1,151,bp,1,1,-1,0.08095836639404297,4,7,2.0

MONKS3,RIPPERClassifier,0.5,0.9901639344262295,0.9891304347826086,122,2,1,151,bp,1,1,-1,0.08504557609558105,5,7,2.0

MONKS3,RIPPERClassifier,0.5,0.9862068965517241,0.9855072463768116,129,4,0,143,bp,1,1,-1,0.08200478553771973,6,7,2.0

MONKS3,RIPPERClassifier,0.5,0.9831649831649831,0.9818840579710145,125,4,1,146,bp,1,1,-1,0.08399009704589844,7,7,2.0

MONKS3,RIPPERClassifier,0.5,0.9887640449438201,0.9891304347826086,141,2,1,132,bp,1,1,-1,0.08596181869506836,8,7,2.0

MONKS3,RIPPERClassifier,0.5,0.9726027397260274,0.9710144927536232,126,2,6,142,bp,1,1,-1,0.10490536689758301,9,8,2.25

MONKS3,RIPPERClassifier,0.33,0.9897435897435899,0.9891891891891892,173,3,1,193,bp,1,1,-1,0.08696508407592773,0,7,2.0

MONKS3,RIPPERClassifier,0.33,0.9869451697127937,0.9864864864864865,176,4,1,189,bp,1,1,-1,0.08500051498413086,1,7,2.0

MONKS3,RIPPERClassifier,0.33,0.9898989898989898,0.9891891891891892,170,3,1,196,bp,1,1,-1,0.08103632926940918,2,7,2.0

MONKS3,RIPPERClassifier,0.33,0.9578947368421052,0.9567567567567568,172,2,14,182,bp,1,1,-1,0.07709407806396484,3,6,2.0

MONKS3,RIPPERClassifier,0.33,0.9876543209876543,0.9864864864864865,165,4,1,200,bp,1,1,-1,0.08096814155578613,4,7,2.0

MONKS3,RIPPERClassifier,0.33,0.9895833333333334,0.9891891891891892,176,3,1,190,bp,1,1,-1,0.1020355224609375,5,8,2.125

MONKS3,RIPPERClassifier,0.33,0.9535452322738387,0.9486486486486486,156,18,1,195,bp,1,1,-1,0.09296178817749023,6,8,2.0

MONKS3,RIPPERClassifier,0.33,0.9874686716791979,0.9864864864864865,168,4,1,197,bp,1,1,-1,0.08104085922241211,7,7,2.0

MONKS3,RIPPERClassifier,0.33,0.9894736842105263,0.9891891891891892,178,3,1,188,bp,1,1,-1,0.08899521827697754,8,7,2.0

MONKS3,RIPPERClassifier,0.33,0.9246231155778893,0.918918918918919,156,30,0,184,bp,1,1,-1,0.07900404930114746,9,6,1.8333333333333333

MONKS3,RIPPERClassifier,0.25,0.9211087420042644,0.9106280193236715,161,36,1,216,bp,1,1,-1,0.07199859619140625,0,5,1.8

MONKS3,RIPPERClassifier,0.25,0.9885057471264368,0.9879227053140096,194,4,1,215,bp,1,1,-1,0.08096051216125488,1,7,2.0

MONKS3,RIPPERClassifier,0.25,0.990990990990991,0.9903381642512077,190,3,1,220,bp,1,1,-1,0.08103275299072266,2,7,2.0

MONKS3,RIPPERClassifier,0.25,0.9592326139088729,0.9589371980676329,197,2,15,200,bp,1,1,-1,0.07500219345092773,3,6,2.0

MONKS3,RIPPERClassifier,0.25,0.926829268292683,0.9202898550724637,172,19,14,209,bp,1,1,-1,0.07999968528747559,4,7,2.0

MONKS3,RIPPERClassifier,0.25,0.9885057471264368,0.9879227053140096,194,4,1,215,bp,1,1,-1,0.08596515655517578,5,7,2.0

MONKS3,RIPPERClassifier,0.25,0.9886104783599088,0.9879227053140096,192,4,1,217,bp,1,1,-1,0.08403897285461426,6,7,2.0

MONKS3,RIPPERClassifier,0.25,0.9573459715639812,0.9565217391304348,194,4,14,202,bp,1,1,-1,0.07000064849853516,7,6,2.0

MONKS3,RIPPERClassifier,0.25,0.9315673289183223,0.9251207729468599,172,30,1,211,bp,1,1,-1,0.060002803802490234,8,5,1.8

MONKS3,RIPPERClassifier,0.25,0.8673684210526316,0.8478260869565217,145,63,0,206,bp,1,1,-1,0.08395791053771973,9,6,1.8333333333333333

KR-VS-KP,RIPPERClassifier,0.5,0.9806060606060607,0.9799749687108886,757,23,9,809,bp,1,1,-1,0.7129991054534912,0,10,4.2

KR-VS-KP,RIPPERClassifier,0.5,0.9870740305522915,0.986232790988736,736,16,6,840,bp,1,1,-1,1.3090410232543945,1,10,4.2

KR-VS-KP,RIPPERClassifier,0.5,0.9829712272460365,0.9818523153942428,732,21,8,837,bp,1,1,-1,0.7410001754760742,2,10,3.9

KR-VS-KP,RIPPERClassifier,0.5,0.9694749694749695,0.9687108886107635,754,17,33,794,bp,1,1,-1,1.177278995513916,3,9,3.4444444444444446

KR-VS-KP,RIPPERClassifier,0.5,0.982373678025852,0.981226533166458,732,15,15,836,bp,1,1,-1,0.7833728790283203,4,10,4.0

KR-VS-KP,RIPPERClassifier,0.5,0.9729404690318701,0.9718397997496871,744,29,16,809,bp,1,1,-1,0.8749403953552246,5,9,4.777777777777778

KR-VS-KP,RIPPERClassifier,0.5,0.9812914906457453,0.9806007509386734,754,14,17,813,bp,1,1,-1,1.1656687259674072,6,10,3.9

KR-VS-KP,RIPPERClassifier,0.5,0.9802039592081584,0.9793491864831039,748,20,13,817,bp,1,1,-1,1.020958662033081,7,12,4.083333333333333

KR-VS-KP,RIPPERClassifier,0.5,0.9817109144542773,0.9806007509386734,735,15,16,832,bp,1,1,-1,1.130039930343628,8,13,4.6923076923076925

KR-VS-KP,RIPPERClassifier,0.5,0.9806763285024155,0.9799749687108886,754,19,13,812,bp,1,1,-1,1.6624958515167236,9,11,4.7272727272727275

KR-VS-KP,RIPPERClassifier,0.33,0.9712230215827338,0.9701074264362447,997,32,32,1080,bp,1,1,-1,1.057007074356079,0,8,3.75

KR-VS-KP,RIPPERClassifier,0.33,0.97931654676259,0.978514712751051,1006,18,28,1089,bp,1,1,-1,0.6399965286254883,1,9,3.7777777777777777

KR-VS-KP,RIPPERClassifier,0.33,0.9631578947368421,0.9607659971975713,959,52,32,1098,bp,1,1,-1,0.4949607849121094,2,8,3.75

KR-VS-KP,RIPPERClassifier,0.33,0.9824086603518267,0.9817842129845866,1013,24,15,1089,bp,1,1,-1,0.9399995803833008,3,8,4.0

KR-VS-KP,RIPPERClassifier,0.33,0.9719298245614035,0.9701074264362447,969,43,21,1108,bp,1,1,-1,0.5910098552703857,4,7,4.142857142857143

KR-VS-KP,RIPPERClassifier,0.33,0.9664310954063604,0.9645025688930406,971,51,25,1094,bp,1,1,-1,0.9089930057525635,5,11,4.2727272727272725

KR-VS-KP,RIPPERClassifier,0.33,0.9706422018348624,0.9701074264362447,1019,12,52,1058,bp,1,1,-1,0.5869965553283691,6,6,3.6666666666666665

KR-VS-KP,RIPPERClassifier,0.33,0.9777979157227005,0.9771134983652499,1013,7,42,1079,bp,1,1,-1,0.5480422973632812,7,9,3.5555555555555554

KR-VS-KP,RIPPERClassifier,0.33,0.9743589743589743,0.9729098552078468,981,29,29,1102,bp,1,1,-1,0.4789590835571289,8,8,3.5

KR-VS-KP,RIPPERClassifier,0.33,0.9802690582959641,0.9794488556749182,1004,18,26,1093,bp,1,1,-1,0.7140069007873535,9,8,4.25

KR-VS-KP,RIPPERClassifier,0.25,0.9415041782729805,0.9386733416770964,1067,80,67,1183,bp,1,1,-1,0.33299756050109863,0,5,3.0

KR-VS-KP,RIPPERClassifier,0.25,0.9754552652414885,0.9741343345848978,1103,47,15,1232,bp,1,1,-1,0.39800214767456055,1,8,3.625

KR-VS-KP,RIPPERClassifier,0.25,0.9552715654952076,0.9532749269920734,1089,53,59,1196,bp,1,1,-1,0.43002915382385254,2,6,3.5

KR-VS-KP,RIPPERClassifier,0.25,0.9752593774940144,0.9741343345848978,1113,37,25,1222,bp,1,1,-1,0.5599629878997803,3,7,4.0

KR-VS-KP,RIPPERClassifier,0.25,0.9760191846522781,0.9749687108886108,1116,23,37,1221,bp,1,1,-1,0.6600005626678467,4,7,3.142857142857143

KR-VS-KP,RIPPERClassifier,0.25,0.9820931157978513,0.981226533166458,1118,31,14,1234,bp,1,1,-1,0.719005823135376,5,9,4.111111111111111

KR-VS-KP,RIPPERClassifier,0.25,0.9798224374495561,0.9791405924071757,1133,17,33,1214,bp,1,1,-1,0.5929927825927734,6,8,4.125

KR-VS-KP,RIPPERClassifier,0.25,0.9579420171498572,0.9570296203587818,1121,22,81,1173,bp,1,1,-1,0.5370032787322998,7,6,3.1666666666666665

KR-VS-KP,RIPPERClassifier,0.25,0.9655172413793103,0.9632874426366291,1077,61,27,1232,bp,1,1,-1,0.4376969337463379,8,7,3.7142857142857144

KR-VS-KP,RIPPERClassifier,0.25,0.9604887983706721,0.9595327492699207,1121,24,73,1179,bp,1,1,-1,0.45602893829345703,9,7,3.857142857142857

VOTE,RIPPERClassifier,0.5,0.941860465116279,0.9539170506912442,126,6,4,81,bp,1,1,-1,0.10500168800354004,0,3,2.0

VOTE,RIPPERClassifier,0.5,0.9378531073446328,0.9493087557603687,123,8,3,83,bp,1,1,-1,0.08104205131530762,1,2,1.5

VOTE,RIPPERClassifier,0.5,0.9156626506024096,0.9354838709677419,127,9,5,76,bp,1,1,-1,0.09099340438842773,2,3,2.0

VOTE,RIPPERClassifier,0.5,0.8848484848484848,0.9124423963133641,125,3,16,73,bp,1,1,-1,0.10986804962158203,3,2,2.5

VOTE,RIPPERClassifier,0.5,0.875,0.9078341013824884,127,12,8,70,bp,1,1,-1,0.11502337455749512,4,2,2.0

VOTE,RIPPERClassifier,0.5,0.9534883720930232,0.9631336405529954,127,3,5,82,bp,1,1,-1,0.10598897933959961,5,2,2.5

VOTE,RIPPERClassifier,0.5,0.9518072289156626,0.9631336405529954,130,5,3,79,bp,1,1,-1,0.10804319381713867,6,3,2.3333333333333335

VOTE,RIPPERClassifier,0.5,0.9590643274853802,0.967741935483871,128,4,3,82,bp,1,1,-1,0.09209513664245605,7,3,2.0

VOTE,RIPPERClassifier,0.5,0.9249999999999999,0.9447004608294931,131,4,8,74,bp,1,1,-1,0.08203649520874023,8,2,2.0

VOTE,RIPPERClassifier,0.5,0.9392265193370165,0.9493087557603687,121,10,1,85,bp,1,1,-1,0.09300518035888672,9,2,1.5

VOTE,RIPPERClassifier,0.33,0.9361702127659574,0.9484536082474226,166,11,4,110,bp,1,1,-1,0.06180429458618164,0,1,1.0

VOTE,RIPPERClassifier,0.33,0.9527896995708156,0.9621993127147767,169,8,3,111,bp,1,1,-1,0.07648038864135742,1,3,1.6666666666666667

VOTE,RIPPERClassifier,0.33,0.9511111111111111,0.9621993127147767,173,6,5,107,bp,1,1,-1,0.08500051498413086,2,3,2.3333333333333335

VOTE,RIPPERClassifier,0.33,0.8995983935742972,0.9140893470790378,154,17,8,112,bp,1,1,-1,0.08504056930541992,3,3,2.0

VOTE,RIPPERClassifier,0.33,0.9298245614035087,0.9450171821305842,169,6,10,106,bp,1,1,-1,0.08196520805358887,4,3,2.3333333333333335

VOTE,RIPPERClassifier,0.33,0.9357798165137615,0.9518900343642611,175,10,4,102,bp,1,1,-1,0.06303524971008301,5,1,1.0

VOTE,RIPPERClassifier,0.33,0.9191489361702129,0.9347079037800687,164,18,1,108,bp,1,1,-1,0.062000274658203125,6,2,1.0

VOTE,RIPPERClassifier,0.33,0.9511111111111111,0.9621993127147767,173,6,5,107,bp,1,1,-1,0.07840561866760254,7,3,1.6666666666666667

VOTE,RIPPERClassifier,0.33,0.9321266968325792,0.9484536082474226,173,9,6,103,bp,1,1,-1,0.07903552055358887,8,3,2.0

VOTE,RIPPERClassifier,0.33,0.9572649572649573,0.9656357388316151,169,5,5,112,bp,1,1,-1,0.07500004768371582,9,2,2.0

VOTE,RIPPERClassifier,0.25,0.946969696969697,0.9570552147239264,187,9,5,125,bp,1,1,-1,0.07299995422363281,0,3,2.0

VOTE,RIPPERClassifier,0.25,0.889795918367347,0.9171779141104295,190,7,20,109,bp,1,1,-1,0.07296323776245117,1,2,2.0

VOTE,RIPPERClassifier,0.25,0.9538461538461539,0.9631901840490797,190,8,4,124,bp,1,1,-1,0.06003713607788086,2,1,1.0

VOTE,RIPPERClassifier,0.25,0.9420289855072465,0.950920245398773,180,14,2,130,bp,1,1,-1,0.0650017261505127,3,2,1.0

VOTE,RIPPERClassifier,0.25,0.9509433962264152,0.9601226993865031,187,8,5,126,bp,1,1,-1,0.05699801445007324,4,1,1.0

VOTE,RIPPERClassifier,0.25,0.9338842975206612,0.950920245398773,197,11,5,113,bp,1,1,-1,0.05600380897521973,5,1,1.0

VOTE,RIPPERClassifier,0.25,0.9253731343283581,0.9386503067484663,182,19,1,124,bp,1,1,-1,0.0669558048248291,6,2,1.0

VOTE,RIPPERClassifier,0.25,0.9393939393939393,0.950920245398773,186,14,2,124,bp,1,1,-1,0.06482267379760742,7,2,1.0

VOTE,RIPPERClassifier,0.25,0.9375,0.950920245398773,190,11,5,120,bp,1,1,-1,0.05603742599487305,8,1,1.0

VOTE,RIPPERClassifier,0.25,0.859504132231405,0.8957055214723927,188,9,25,104,bp,1,1,-1,0.07396745681762695,9,2,1.5

BREAST,RIPPERClassifier,0.5,0.4074074074074074,0.7647058823529411,93,4,28,11,bp,1,1,-1,0.1400012969970703,0,1,2.0

BREAST,RIPPERClassifier,0.5,0.19512195121951217,0.7573529411764706,99,2,31,4,bp,1,1,-1,0.178999662399292,1,2,2.5

BREAST,RIPPERClassifier,0.5,0.2758620689655173,0.6911764705882353,86,11,31,8,bp,1,1,-1,0.16803693771362305,2,4,1.5

BREAST,RIPPERClassifier,0.5,0.4590163934426229,0.7573529411764706,89,7,26,14,bp,1,1,-1,0.149000883102417,3,2,2.0

BREAST,RIPPERClassifier,0.5,0.5301204819277109,0.7132352941176471,75,20,19,22,bp,1,1,-1,0.1139986515045166,4,2,1.5

BREAST,RIPPERClassifier,0.5,0.45945945945945943,0.7058823529411765,79,17,23,17,bp,1,1,-1,0.14296579360961914,5,1,1.0

BREAST,RIPPERClassifier,0.5,0.3111111111111111,0.7720588235294118,98,2,29,7,bp,1,1,-1,0.18903207778930664,6,1,3.0

BREAST,RIPPERClassifier,0.5,0.4210526315789473,0.7573529411764706,91,3,30,12,bp,1,1,-1,0.15500712394714355,7,2,2.5

BREAST,RIPPERClassifier,0.5,0.32,0.75,94,4,30,8,bp,1,1,-1,0.1819617748260498,8,2,3.0

BREAST,RIPPERClassifier,0.5,0.2978723404255319,0.7573529411764706,96,8,25,7,bp,1,1,-1,0.19100332260131836,9,4,2.25

BREAST,RIPPERClassifier,0.33,0.3896103896103896,0.7431693989071039,121,11,36,15,bp,1,1,-1,0.09199714660644531,0,2,1.5

BREAST,RIPPERClassifier,0.33,0.5046728971962617,0.7103825136612022,103,31,22,27,bp,1,1,-1,0.08205103874206543,1,2,1.5

BREAST,RIPPERClassifier,0.33,0.42105263157894735,0.6994535519125683,108,19,36,20,bp,1,1,-1,0.0939629077911377,2,3,1.6666666666666667

BREAST,RIPPERClassifier,0.33,0.25000000000000006,0.7049180327868853,120,5,49,9,bp,1,1,-1,0.10099983215332031,3,2,2.5

BREAST,RIPPERClassifier,0.33,0.3333333333333333,0.7158469945355191,118,13,39,13,bp,1,1,-1,0.13700008392333984,4,4,2.0

BREAST,RIPPERClassifier,0.33,0.2318840579710145,0.7103825136612022,122,7,46,8,bp,1,1,-1,0.12599992752075195,5,3,2.0

BREAST,RIPPERClassifier,0.33,0.31034482758620685,0.7814207650273224,134,2,38,9,bp,1,1,-1,0.13203692436218262,6,1,3.0

BREAST,RIPPERClassifier,0.33,0.22950819672131148,0.7431693989071039,129,1,46,7,bp,1,1,-1,0.12395930290222168,7,1,3.0

BREAST,RIPPERClassifier,0.33,0.2121212121212121,0.7158469945355191,124,6,46,7,bp,1,1,-1,0.1350235939025879,8,1,2.0

BREAST,RIPPERClassifier,0.33,0.1785714285714286,0.7486338797814208,132,3,43,5,bp,1,1,-1,0.10300350189208984,9,1,3.0

BREAST,RIPPERClassifier,0.25,0.35,0.7450980392156863,138,9,43,14,bp,1,1,-1,0.08703279495239258,0,1,2.0

BREAST,RIPPERClassifier,0.25,0.42735042735042733,0.6715686274509803,112,38,29,25,bp,1,1,-1,0.0879971981048584,1,2,1.5

BREAST,RIPPERClassifier,0.25,0.4600000000000001,0.7352941176470589,127,17,37,23,bp,1,1,-1,0.09522509574890137,2,2,2.0

BREAST,RIPPERClassifier,0.25,0.14492753623188404,0.7107843137254902,140,1,58,5,bp,1,1,-1,0.10300230979919434,3,1,3.0

BREAST,RIPPERClassifier,0.25,0.3247863247863248,0.6127450980392157,106,42,37,19,bp,1,1,-1,0.12099266052246094,4,2,1.0

BREAST,RIPPERClassifier,0.25,0.4271844660194174,0.7107843137254902,123,21,38,22,bp,1,1,-1,0.09499907493591309,5,1,1.0

BREAST,RIPPERClassifier,0.25,0.4356435643564356,0.7205882352941176,125,19,38,22,bp,1,1,-1,0.09600329399108887,6,1,1.0

BREAST,RIPPERClassifier,0.25,0.40336134453781514,0.6519607843137255,109,35,36,24,bp,1,1,-1,0.11699724197387695,7,4,2.0

BREAST,RIPPERClassifier,0.25,0.1408450704225352,0.7009803921568627,138,6,55,5,bp,1,1,-1,0.11203646659851074,8,1,2.0

BREAST,RIPPERClassifier,0.25,0.19718309859154928,0.7205882352941176,140,8,49,7,bp,1,1,-1,0.12067699432373047,9,2,2.0

HIV,RIPPERClassifier,0.5,0.8799999999999999,0.871313672922252,149,28,20,176,bp,1,1,-1,0.4919931888580322,0,11,1.6363636363636365

HIV,RIPPERClassifier,0.5,0.8632075471698114,0.8445040214477212,132,35,23,183,bp,1,1,-1,0.5516881942749023,1,13,1.7692307692307692

HIV,RIPPERClassifier,0.5,0.8199445983379501,0.8257372654155496,160,20,45,148,bp,1,1,-1,0.44245457649230957,2,9,1.8888888888888888

HIV,RIPPERClassifier,0.5,0.8222811671087532,0.8203753351206434,151,19,48,155,bp,1,1,-1,0.5508739948272705,3,11,1.9090909090909092

HIV,RIPPERClassifier,0.5,0.8156424581005587,0.8230563002680965,161,15,51,146,bp,1,1,-1,0.5530040264129639,4,11,2.090909090909091

HIV,RIPPERClassifier,0.5,0.8225806451612901,0.8230563002680965,154,16,50,153,bp,1,1,-1,0.4253556728363037,5,11,2.0

HIV,RIPPERClassifier,0.5,0.8393782383419688,0.8337801608579088,149,31,31,162,bp,1,1,-1,0.4854428768157959,6,13,1.7692307692307692

HIV,RIPPERClassifier,0.5,0.8849104859335039,0.8793565683646113,155,24,21,173,bp,1,1,-1,0.45195817947387695,7,12,1.8333333333333333

HIV,RIPPERClassifier,0.5,0.8681055155875299,0.8525469168900804,137,31,24,181,bp,1,1,-1,0.33004307746887207,8,11,1.7272727272727273

HIV,RIPPERClassifier,0.5,0.8680203045685279,0.8605898123324397,150,23,29,171,bp,1,1,-1,0.3654360771179199,9,10,1.7

HIV,RIPPERClassifier,0.33,0.8194945848375452,0.8,173,55,45,227,bp,1,1,-1,0.3160066604614258,0,8,1.5

HIV,RIPPERClassifier,0.33,0.8263254113345521,0.81,179,49,46,226,bp,1,1,-1,0.22195911407470703,1,6,1.3333333333333333

HIV,RIPPERClassifier,0.33,0.7117117117117118,0.744,214,23,105,158,bp,1,1,-1,0.39187073707580566,2,8,2.0

HIV,RIPPERClassifier,0.33,0.863905325443787,0.862,212,26,43,219,bp,1,1,-1,0.3099656105041504,3,9,1.6666666666666667

HIV,RIPPERClassifier,0.33,0.7992202729044835,0.794,192,38,65,205,bp,1,1,-1,0.25399327278137207,4,6,1.3333333333333333

HIV,RIPPERClassifier,0.33,0.8062622309197651,0.802,195,33,66,206,bp,1,1,-1,0.3610363006591797,5,9,1.8888888888888888

HIV,RIPPERClassifier,0.33,0.8536585365853658,0.856,218,21,51,210,bp,1,1,-1,0.36200809478759766,6,11,1.9090909090909092

HIV,RIPPERClassifier,0.33,0.7252747252747254,0.75,210,20,105,165,bp,1,1,-1,0.36499905586242676,7,7,1.8571428571428572

HIV,RIPPERClassifier,0.33,0.841897233201581,0.84,207,23,57,213,bp,1,1,-1,0.33142566680908203,8,9,1.7777777777777777

HIV,RIPPERClassifier,0.33,0.8444444444444444,0.832,188,42,42,228,bp,1,1,-1,0.4860348701477051,9,10,1.8

HIV,RIPPERClassifier,0.25,0.8585690515806988,0.8479427549194991,216,38,47,258,bp,1,1,-1,0.29300451278686523,0,7,1.4285714285714286

HIV,RIPPERClassifier,0.25,0.8157423971377461,0.815742397137746,228,36,67,228,bp,1,1,-1,0.3379995822906494,1,6,1.5

HIV,RIPPERClassifier,0.25,0.7645951035781544,0.776386404293381,231,29,96,203,bp,1,1,-1,0.5289614200592041,2,7,1.8571428571428572

HIV,RIPPERClassifier,0.25,0.8035087719298245,0.7996422182468694,218,44,68,229,bp,1,1,-1,0.6680037975311279,3,6,1.1666666666666667

HIV,RIPPERClassifier,0.25,0.8217821782178217,0.8067978533094812,202,60,48,249,bp,1,1,-1,0.27803730964660645,4,5,1.2

HIV,RIPPERClassifier,0.25,0.7643097643097643,0.7495527728085868,192,64,76,227,bp,1,1,-1,0.32599496841430664,5,10,1.6

HIV,RIPPERClassifier,0.25,0.7459459459459459,0.7477638640429338,211,49,92,207,bp,1,1,-1,0.2399747371673584,6,5,1.2

HIV,RIPPERClassifier,0.25,0.7669724770642202,0.7728085867620751,223,28,99,209,bp,1,1,-1,0.33803629875183105,7,6,1.5

HIV,RIPPERClassifier,0.25,0.852988691437803,0.8372093023255814,204,57,34,264,bp,1,1,-1,0.23499464988708496,8,8,1.375

HIV,RIPPERClassifier,0.25,0.8535433070866141,0.8336314847942755,195,58,35,271,bp,1,1,-1,0.24057698249816895,9,8,1.5

LYMPHOGRAPHY,RIPPERClassifier,0.5,0.8333333333333333,0.7837837837837838,18,12,4,40,bp,1,1,-1,0.09103965759277344,0,2,1.0

LYMPHOGRAPHY,RIPPERClassifier,0.5,0.8205128205128205,0.8108108108108109,28,2,12,32,bp,1,1,-1,0.08596038818359375,1,3,2.0

LYMPHOGRAPHY,RIPPERClassifier,0.5,0.8285714285714285,0.8378378378378378,33,2,10,29,bp,1,1,-1,0.08400368690490723,2,2,2.0

LYMPHOGRAPHY,RIPPERClassifier,0.5,0.7733333333333333,0.7702702702702703,28,4,13,29,bp,1,1,-1,0.10200047492980957,3,3,2.0

LYMPHOGRAPHY,RIPPERClassifier,0.5,0.8571428571428572,0.8378378378378378,26,7,5,36,bp,1,1,-1,0.10199999809265137,4,4,2.0

LYMPHOGRAPHY,RIPPERClassifier,0.5,0.7532467532467532,0.7432432432432432,26,7,12,29,bp,1,1,-1,0.09100008010864258,5,3,2.0

LYMPHOGRAPHY,RIPPERClassifier,0.5,0.7654320987654322,0.7432432432432432,24,10,9,31,bp,1,1,-1,0.08903694152832031,6,3,2.0

LYMPHOGRAPHY,RIPPERClassifier,0.5,0.8602150537634408,0.8243243243243243,21,8,5,40,bp,1,1,-1,0.0779576301574707,7,2,1.5

LYMPHOGRAPHY,RIPPERClassifier,0.5,0.7848101265822786,0.7702702702702703,26,11,6,31,bp,1,1,-1,0.08400511741638184,8,4,1.75

LYMPHOGRAPHY,RIPPERClassifier,0.5,0.8169014084507041,0.8243243243243243,32,5,8,29,bp,1,1,-1,0.10900235176086426,9,4,2.0

LYMPHOGRAPHY,RIPPERClassifier,0.33,0.8837209302325583,0.8484848484848485,27,12,3,57,bp,1,1,-1,0.07599854469299316,0,2,1.0

LYMPHOGRAPHY,RIPPERClassifier,0.33,0.7592592592592593,0.7373737373737373,32,9,17,41,bp,1,1,-1,0.07900047302246094,1,2,1.5

LYMPHOGRAPHY,RIPPERClassifier,0.33,0.7551020408163266,0.7575757575757576,38,6,18,37,bp,1,1,-1,0.08403444290161133,2,2,1.5

LYMPHOGRAPHY,RIPPERClassifier,0.33,0.6391752577319588,0.6464646464646465,33,11,24,31,bp,1,1,-1,0.07599735260009766,3,2,1.5

LYMPHOGRAPHY,RIPPERClassifier,0.33,0.7522935779816514,0.7272727272727273,31,14,13,41,bp,1,1,-1,0.06696367263793945,4,2,1.0

LYMPHOGRAPHY,RIPPERClassifier,0.33,0.7628865979381444,0.7676767676767676,39,2,21,37,bp,1,1,-1,0.07406210899353027,5,1,2.0

LYMPHOGRAPHY,RIPPERClassifier,0.33,0.8,0.7676767676767676,30,12,11,46,bp,1,1,-1,0.07098603248596191,6,2,1.5

LYMPHOGRAPHY,RIPPERClassifier,0.33,0.810344827586207,0.7777777777777778,30,8,14,47,bp,1,1,-1,0.06898736953735352,7,1,1.0

LYMPHOGRAPHY,RIPPERClassifier,0.33,0.7413793103448276,0.696969696969697,26,24,6,43,bp,1,1,-1,0.06900382041931152,8,2,1.0

LYMPHOGRAPHY,RIPPERClassifier,0.33,0.8214285714285714,0.797979797979798,33,17,3,46,bp,1,1,-1,0.06800317764282227,9,2,1.0

LYMPHOGRAPHY,RIPPERClassifier,0.25,0.8253968253968254,0.8018018018018018,37,8,14,52,bp,1,1,-1,0.06400036811828613,0,1,1.0

LYMPHOGRAPHY,RIPPERClassifier,0.25,0.7777777777777778,0.7477477477477478,34,12,16,49,bp,1,1,-1,0.06899380683898926,1,2,1.0

LYMPHOGRAPHY,RIPPERClassifier,0.25,0.8549618320610687,0.8288288288288288,36,16,3,56,bp,1,1,-1,0.06400680541992188,2,2,1.0

LYMPHOGRAPHY,RIPPERClassifier,0.25,0.8217054263565892,0.7927927927927928,35,13,10,53,bp,1,1,-1,0.06799125671386719,3,2,1.0

LYMPHOGRAPHY,RIPPERClassifier,0.25,0.27499999999999997,0.4774774774774775,42,9,49,11,bp,1,1,-1,0.06399989128112793,4,1,1.0

LYMPHOGRAPHY,RIPPERClassifier,0.25,0.766355140186916,0.7747747747747747,45,2,23,41,bp,1,1,-1,0.07199978828430176,5,1,2.0

LYMPHOGRAPHY,RIPPERClassifier,0.25,0.7735849056603773,0.7837837837837838,46,3,21,41,bp,1,1,-1,0.08096551895141602,6,1,2.0

LYMPHOGRAPHY,RIPPERClassifier,0.25,0.5420560747663551,0.5585585585585585,33,11,38,29,bp,1,1,-1,0.08003687858581543,7,1,2.0

LYMPHOGRAPHY,RIPPERClassifier,0.25,0.7703703703703704,0.7207207207207207,28,25,6,52,bp,1,1,-1,0.06496930122375488,8,2,1.0

LYMPHOGRAPHY,RIPPERClassifier,0.25,0.7692307692307693,0.7297297297297297,31,23,7,50,bp,1,1,-1,0.07202553749084473,9,2,1.0

PRIMARY,RIPPERClassifier,0.5,0.6585365853658537,0.8292682926829268,109,13,15,27,bp,1,1,-1,0.1378638744354248,0,5,2.4

PRIMARY,RIPPERClassifier,0.5,0.6153846153846154,0.7865853658536586,101,22,13,28,bp,1,1,-1,0.1520366668701172,1,5,1.6

